chr12	16066	16721	2	2	1	1	0	10
chr12	18184	18372	2	2	1	1	0	19
chr12	356538	362962	2	2	1	1	0	27
chr12	552164	552466	1	1	1	1	0	34
chr12	2937730	2938113	1	1	1	1	0	14
chr12	6453717	6457405	1	1	1	1	0	12
chr12	6510134	6510628	1	1	1	1	0	19
chr12	6530818	6530920	1	1	1	1	0	35
chr12	6536594	6536683	1	1	1	1	0	21
chr12	6537011	6537100	1	1	1	1	0	45
chr12	6537391	6537583	1	1	1	2	0	46
chr12	6934314	6934464	1	1	1	0	1	43
chr12	6969578	6970195	2	2	1	1	0	27
chr12	7062683	7062889	1	1	1	1	0	16
chr12	7063068	7064266	1	1	1	1	0	20
chr12	7081302	7082031	2	2	1	1	0	34
chr12	7082107	7085860	2	2	1	1	0	45
chr12	7906755	7956424	2	2	1	0	1	41
chr12	7976620	7983329	1	1	1	1	0	31
chr12	8081156	8081197	1	1	1	1	0	46
chr12	8196384	8226444	1	1	1	1	0	19
chr12	8946406	8949487	2	2	1	1	0	2
chr12	9067840	9068182	2	2	1	1	0	39
chr12	9068225	9068739	2	2	1	1	0	20
chr12	9069814	9070487	2	2	1	1	0	23
chr12	10607937	10609830	2	2	1	1	0	27
chr12	10713334	10715693	2	2	1	1	0	37
chr12	13213576	13213680	1	1	1	1	0	21
chr12	14882281	14882971	2	2	1	3	0	45
chr12	14883048	14884212	2	2	1	5	1	33
chr12	14884246	14885730	2	2	1	7	1	33
chr12	14947950	14949801	2	2	1	1	0	17
chr12	15624408	15631441	2	2	1	1	0	43
chr12	19250358	19292711	1	1	1	1	0	25
chr12	32357249	32392282	1	1	1	1	0	46
chr12	32889854	32922405	1	1	1	1	0	32
chr12	39294518	39301479	2	2	1	1	0	32
chr12	46363827	46363923	2	2	1	1	0	25
chr12	46364004	46364388	2	2	1	1	0	18
chr12	47216690	47235006	1	1	1	1	0	9
chr12	47445021	47448142	2	2	1	1	0	41
chr12	48770971	48771251	2	2	1	1	0	29
chr12	49129391	49129499	2	2	1	1	0	41
chr12	49129723	49131297	2	2	1	1	0	17
chr12	49265185	49269464	1	1	1	1	0	17
chr12	49759322	49761703	1	1	1	1	0	12
chr12	49761780	49762872	1	1	1	1	0	13
chr12	49963657	49964091	1	1	1	1	0	50
chr12	49964176	49964991	1	1	1	3	0	45
chr12	50078578	50078923	1	1	1	1	0	34
chr12	50462631	50466958	1	1	1	1	0	37
chr12	51241117	51242329	1	1	1	1	0	38
chr12	52057260	52057351	1	1	1	0	1	49
chr12	52241637	52243011	1	1	1	1	0	46
chr12	52898520	52898678	2	2	1	1	0	1
chr12	52902073	52904657	2	2	1	1	0	45
chr12	52949591	52950327	1	1	1	1	0	29
chr12	52952343	52952721	1	1	1	1	0	48
chr12	53037623	53038355	1	1	1	1	0	47
chr12	53068305	53073285	2	2	1	1	0	9
chr12	53471808	53479405	1	1	1	2	0	44
chr12	54280823	54281385	1	1	1	1	0	44
chr12	54281503	54281794	1	1	1	1	0	17
chr12	54282301	54282393	1	1	1	1	0	45
chr12	54772915	54804685	2	2	1	1	0	12
chr12	55726262	55726699	2	2	1	1	0	16
chr12	55823509	55827251	2	2	1	1	0	44
chr12	55968170	55968777	1	1	1	1	0	38
chr12	55997340	55997614	1	1	1	1	0	2
chr12	56098576	56098758	1	1	1	1	0	13
chr12	56116800	56117188	1	1	1	1	0	16
chr12	56117212	56117481	1	1	1	1	0	23
chr12	56244134	56244352	2	2	1	1	0	28
chr12	56601403	56601545	2	2	1	1	0	11
chr12	56714440	56714601	2	2	1	1	0	34
chr12	56784134	56784173	1	1	1	0	1	37
chr12	56784134	56790049	1	1	1	0	1	37
chr12	57212018	57212116	1	1	1	1	0	13
chr12	57212262	57212414	1	1	1	1	0	44
chr12	57232576	57232703	1	1	1	1	0	34
chr12	57232844	57233179	1	1	1	1	0	24
chr12	57235810	57236592	2	2	1	1	0	47
chr12	57236682	57237028	2	2	1	1	0	45
chr12	57244226	57244314	2	2	1	1	0	39
chr12	57716513	57716692	1	1	1	1	0	15
chr12	57716745	57717869	1	1	1	1	0	34
chr12	57764177	57764377	2	2	1	1	0	31
chr12	64460330	64464333	1	1	1	1	0	8
chr12	64739500	64740605	2	2	1	1	0	9
chr12	69588263	69589484	1	1	1	1	0	36
chr12	69597767	69597967	1	1	1	1	0	5
chr12	71624293	71626259	2	2	1	1	0	26
chr12	71633439	71634154	2	2	1	1	0	33
chr12	71740632	71781327	1	1	1	0	1	48
chr12	75506400	75506483	2	2	1	2	0	42
chr12	75506917	75508273	2	2	1	1	0	44
chr12	76055091	76056032	2	2	1	1	0	4
chr12	76375371	76378451	2	2	1	1	0	37
chr12	76662407	76692359	2	2	1	0	1	23
chr12	92680064	92685855	2	2	1	1	0	45
chr12	93469356	93476953	1	1	1	1	0	21
chr12	93477018	93479387	1	1	1	1	0	4
chr12	101374940	101375623	1	1	1	1	0	26
chr12	101716813	101720122	1	1	1	1	0	42
chr12	101723848	101726293	1	1	1	1	0	28
chr12	103942797	103943073	1	1	1	1	0	45
chr12	104278645	104283394	1	1	1	0	1	32
chr12	104313318	104315776	1	1	1	1	0	45
chr12	104326424	104327514	1	1	1	1	0	39
chr12	110033958	110036260	1	1	1	1	0	8
chr12	110036329	110037358	1	1	1	1	0	20
chr12	110333284	110334011	1	1	1	1	0	30
chr12	110377618	110381751	2	2	1	1	0	50
chr12	110436205	110436556	2	2	1	1	0	4
chr12	110436684	110437083	2	2	1	1	0	16
chr12	110877933	110903223	2	2	1	1	0	29
chr12	112406343	112406746	2	2	1	2	0	40
chr12	112408339	112408419	2	2	1	1	0	24
chr12	113164286	113165643	2	2	1	1	0	49
chr12	117046667	117046771	2	2	1	0	1	24
chr12	117046839	117049018	2	2	1	0	1	9
chr12	117245854	117281455	1	1	1	0	1	50
chr12	118139552	118144585	1	1	1	1	0	26
chr12	120196935	120197321	2	2	1	3	0	40
chr12	120197463	120198553	2	2	1	2	0	43
chr12	120198740	120198853	2	2	1	3	0	50
chr12	120199001	120199117	2	2	1	1	0	34
chr12	120199206	120199309	2	2	1	1	0	31
chr12	120199486	120200729	2	2	1	1	0	47
chr12	120565190	120565427	1	1	1	1	0	28
chr12	120565530	120566824	1	1	1	1	0	9
chr12	121486252	121501763	1	1	1	1	0	29
chr12	122538455	122539675	1	1	1	1	0	38
chr12	123754538	123756814	1	1	1	1	0	18
chr12	123764102	123768370	1	1	1	0	1	44
chr12	124911900	124912127	2	2	1	0	1	35
chr12	124911900	124912355	2	2	1	0	1	35
chr12	124911900	124912583	2	2	1	1	2	50
chr12	124911900	124912811	2	2	1	0	1	35
chr12	124912181	124913320	2	2	1	1	0	33
chr12	130872127	130872583	1	1	1	1	0	40
chr12	130872630	130872835	1	1	1	1	0	15
chr12	132140200	132140422	2	2	1	1	0	13
