N_unmapped	9087	9087	9087
N_multimapping	163	163	163
N_noFeature	238	509	523
N_ambiguous	51	9	9
ENSG00000256263.1	0	0	0
ENSG00000226210.3	2	1	1
ENSG00000249054.2	0	0	0
ENSG00000120645.11	0	0	0
ENSG00000256948.1	0	0	0
ENSG00000249695.6	0	0	0
ENSG00000256694.1	0	0	0
ENSG00000256540.1	0	0	0
ENSG00000111181.12	0	0	0
ENSG00000255671.1	0	0	0
ENSG00000256577.2	0	0	0
ENSG00000010379.15	0	0	0
ENSG00000255746.1	0	0	0
ENSG00000261799.1	0	0	0
ENSG00000073614.12	1	0	1
ENSG00000120647.9	0	0	0
ENSG00000139044.10	1	1	0
ENSG00000171840.11	0	0	0
ENSG00000256020.1	0	0	0
ENSG00000238370.1	0	0	0
ENSG00000255825.1	0	0	0
ENSG00000177406.4	0	0	0
ENSG00000256672.1	0	0	0
ENSG00000060237.16	0	0	0
ENSG00000221439.1	0	0	0
ENSG00000002016.17	0	0	0
ENSG00000250132.6	0	0	0
ENSG00000082805.19	0	0	0
ENSG00000275811.1	0	0	0
ENSG00000249028.2	0	0	0
ENSG00000267285.1	0	0	0
ENSG00000249628.2	0	0	0
ENSG00000111186.12	0	0	0
ENSG00000171823.6	0	0	0
ENSG00000266043.1	0	0	0
ENSG00000006831.9	0	0	0
ENSG00000271500.1	0	0	0
ENSG00000243663.1	1	1	0
ENSG00000151062.14	0	0	0
ENSG00000166159.10	0	0	0
ENSG00000256706.1	0	0	0
ENSG00000235049.1	0	0	0
ENSG00000151065.13	0	0	0
ENSG00000151067.21	1	1	0
ENSG00000203593.3	0	0	0
ENSG00000256837.1	0	0	0
ENSG00000256257.1	0	0	0
ENSG00000278255.1	0	0	0
ENSG00000256025.1	0	0	0
ENSG00000256721.1	0	0	0
ENSG00000256769.1	0	0	0
ENSG00000203648.3	0	0	0
ENSG00000256271.1	0	0	0
ENSG00000246627.6	0	0	0
ENSG00000256150.2	0	0	0
ENSG00000283587.1	0	0	0
ENSG00000274659.1	0	0	0
ENSG00000256902.1	0	0	0
ENSG00000255669.2	0	0	0
ENSG00000224438.3	2	2	0
ENSG00000256030.1	0	0	0
ENSG00000004478.7	0	0	0
ENSG00000258325.2	0	0	0
ENSG00000258092.1	0	0	0
ENSG00000111203.11	0	0	0
ENSG00000053702.14	0	0	0
ENSG00000283297.1	0	0	0
ENSG00000111206.12	0	0	0
ENSG00000171792.10	0	0	0
ENSG00000078246.16	1	1	0
ENSG00000278356.1	0	0	0
ENSG00000252996.1	0	0	0
ENSG00000197905.8	0	0	0
ENSG00000250899.3	0	0	0
ENSG00000234589.4	0	0	0
ENSG00000011105.12	0	0	0
ENSG00000278469.1	0	0	0
ENSG00000256197.1	0	0	0
ENSG00000275850.1	0	0	0
ENSG00000227081.5	4	2	2
ENSG00000250770.3	0	0	0
ENSG00000236908.2	0	0	0
ENSG00000257048.1	0	0	0
ENSG00000111218.11	0	0	0
ENSG00000256691.1	0	0	0
ENSG00000243507.1	0	0	0
ENSG00000130038.9	0	0	0
ENSG00000280202.1	0	0	0
ENSG00000222338.1	0	0	0
ENSG00000283138.1	0	0	0
ENSG00000111224.13	0	0	0
ENSG00000118976.5	1	1	0
ENSG00000256862.1	0	0	0
ENSG00000256969.1	0	0	0
ENSG00000256356.1	8	5	3
ENSG00000242444.3	0	0	0
ENSG00000256164.1	0	0	0
ENSG00000255920.1	0	0	0
ENSG00000118971.7	0	0	0
ENSG00000078237.6	0	0	0
ENSG00000213970.3	1	0	1
ENSG00000118972.1	0	0	0
ENSG00000111241.2	0	0	0
ENSG00000047621.11	0	0	0
ENSG00000111247.14	0	0	0
ENSG00000010219.13	0	0	0
ENSG00000256748.1	0	0	0
ENSG00000272921.1	0	0	0
ENSG00000111254.7	0	0	0
ENSG00000256799.1	2	1	1
ENSG00000256381.1	0	0	0
ENSG00000139180.10	1	0	1
ENSG00000255639.2	0	0	0
ENSG00000255474.1	0	0	0
ENSG00000130035.6	0	0	0
ENSG00000256988.1	0	0	0
ENSG00000151079.7	0	0	0
ENSG00000255608.1	0	0	0
ENSG00000256654.3	0	0	0
ENSG00000111262.5	0	0	0
ENSG00000284513.1	0	0	0
ENSG00000255996.1	0	0	0
ENSG00000130037.4	0	0	0
ENSG00000256115.5	0	0	0
ENSG00000256417.1	0	0	0
ENSG00000256146.1	0	0	0
ENSG00000256218.1	0	0	0
ENSG00000255983.1	0	0	0
ENSG00000185652.11	0	0	0
ENSG00000047617.14	0	0	0
ENSG00000255973.1	0	0	0
ENSG00000110799.13	0	0	0
ENSG00000240533.3	0	0	0
ENSG00000255775.1	0	0	0
ENSG00000010278.12	0	0	0
ENSG00000202318.1	0	0	0
ENSG00000256103.2	0	0	0
ENSG00000008323.15	0	0	0
ENSG00000067182.7	0	0	0
ENSG00000265388.2	0	0	0
ENSG00000111319.12	1	1	0
ENSG00000111321.10	1	0	1
ENSG00000256433.2	0	0	0
ENSG00000213942.3	1	1	0
ENSG00000224906.3	1	0	1
ENSG00000215039.6	0	0	0
ENSG00000139193.3	0	0	0
ENSG00000139192.11	1	1	0
ENSG00000139190.16	0	0	0
ENSG00000276718.1	0	0	0
ENSG00000256913.1	0	0	0
ENSG00000111639.7	0	0	0
ENSG00000010292.12	2	1	1
ENSG00000239002.3	0	0	0
ENSG00000276232.1	0	0	0
ENSG00000255966.1	0	0	0
ENSG00000111640.14	4	6	3
ENSG00000269968.1	0	1	4
ENSG00000010295.19	0	0	0
ENSG00000245667.2	0	0	0
ENSG00000111641.11	0	0	0
ENSG00000111642.14	1	0	1
ENSG00000247853.2	0	0	0
ENSG00000251898.1	0	0	0
ENSG00000184574.9	0	0	0
ENSG00000111644.7	0	0	0
ENSG00000111653.19	0	0	0
ENSG00000219410.5	0	0	0
ENSG00000126746.17	1	1	0
ENSG00000139200.13	0	0	0
ENSG00000252186.1	0	0	0
ENSG00000270068.1	0	0	0
ENSG00000111652.9	0	0	0
ENSG00000269892.1	0	0	0
ENSG00000089693.10	0	0	0
ENSG00000159335.15	1	0	1
ENSG00000089692.8	0	0	0
ENSG00000244532.1	0	0	0
ENSG00000010610.9	0	0	0
ENSG00000250510.7	0	0	0
ENSG00000110811.19	0	0	0
ENSG00000111664.10	0	0	0
ENSG00000111665.11	0	0	0
ENSG00000111667.13	0	0	0
ENSG00000111669.14	1	1	0
ENSG00000111671.9	0	0	0
ENSG00000240370.6	0	0	0
ENSG00000010626.14	0	0	0
ENSG00000248593.3	1	1	0
ENSG00000275703.1	0	0	0
ENSG00000111674.8	1	1	0
ENSG00000111676.14	0	0	0
ENSG00000111678.10	0	0	0
ENSG00000272173.1	0	0	0
ENSG00000238923.1	0	0	0
ENSG00000111679.16	0	0	0
ENSG00000257084.1	0	0	0
ENSG00000207713.3	0	0	0
ENSG00000207708.1	0	0	0
ENSG00000271969.1	0	0	0
ENSG00000215021.8	1	1	0
ENSG00000238795.1	0	0	0
ENSG00000126749.14	0	0	0
ENSG00000268439.5	0	0	0
ENSG00000111684.10	0	0	0
ENSG00000182326.14	3	1	2
ENSG00000239701.1	1	1	0
ENSG00000257078.1	0	0	0
ENSG00000159403.15	1	0	1
ENSG00000139178.10	1	1	0
ENSG00000205885.7	0	0	0
ENSG00000276144.1	0	0	0
ENSG00000200345.2	0	0	0
ENSG00000139194.7	0	0	0
ENSG00000256967.1	0	0	0
ENSG00000139182.13	0	0	0
ENSG00000255572.1	0	0	0
ENSG00000139197.10	0	0	0
ENSG00000256480.1	0	0	0
ENSG00000215009.5	0	0	0
ENSG00000177675.8	0	0	0
ENSG00000255836.1	0	0	0
ENSG00000177575.12	0	0	0
ENSG00000235868.3	0	0	0
ENSG00000256331.1	0	0	0
ENSG00000255977.1	1	0	1
ENSG00000284327.1	0	0	0
ENSG00000284591.1	0	0	0
ENSG00000284522.1	0	0	0
ENSG00000111701.6	0	0	0
ENSG00000184344.3	0	0	0
ENSG00000187569.2	0	0	0
ENSG00000198178.10	0	0	0
ENSG00000205857.2	0	0	0
ENSG00000201549.1	0	0	0
ENSG00000111704.10	0	0	0
ENSG00000199912.1	0	0	0
ENSG00000173262.11	0	0	0
ENSG00000201663.1	0	0	0
ENSG00000278459.1	0	0	0
ENSG00000241828.2	0	0	0
ENSG00000255885.1	0	0	0
ENSG00000176654.12	0	0	0
ENSG00000255356.2	0	0	0
ENSG00000059804.15	0	0	0
ENSG00000206636.1	0	0	0
ENSG00000240739.1	0	0	0
ENSG00000282080.1	0	0	0
ENSG00000255964.1	2	1	1
ENSG00000255581.1	0	0	0
ENSG00000065970.8	0	0	0
ENSG00000171860.4	0	0	0
ENSG00000089818.17	0	0	0
ENSG00000279865.1	4	2	2
ENSG00000111729.13	0	0	0
ENSG00000235602.5	0	0	0
ENSG00000284393.1	0	0	0
ENSG00000256171.1	0	0	0
ENSG00000196946.10	0	0	0
ENSG00000226711.6	0	1	0
ENSG00000244050.2	0	0	0
ENSG00000276417.1	0	0	0
ENSG00000275367.1	0	0	0
ENSG00000171847.10	0	0	1
ENSG00000254016.2	1	1	0
ENSG00000164845.16	0	0	0
ENSG00000215241.3	0	0	0
ENSG00000256589.2	0	0	0
ENSG00000226091.7	0	0	0
ENSG00000256552.2	0	0	0
ENSG00000256101.5	0	0	0
ENSG00000277952.1	1	0	1
ENSG00000242661.1	4	3	1
ENSG00000256136.1	1	0	1
ENSG00000238152.2	0	0	0
ENSG00000214487.3	0	0	0
ENSG00000177586.6	0	0	0
ENSG00000205846.3	0	0	0
ENSG00000243830.2	2	1	1
ENSG00000201780.1	0	0	0
ENSG00000166527.7	0	0	0
ENSG00000246115.3	1	0	1
ENSG00000166523.7	0	0	0
ENSG00000255801.1	0	0	0
ENSG00000238943.1	0	0	0
ENSG00000252727.1	0	0	0
ENSG00000111732.10	0	0	0
ENSG00000280345.1	0	0	0
ENSG00000255967.1	1	0	1
ENSG00000197614.10	0	0	0
ENSG00000255829.1	0	0	0
